pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time,output-size
381731999,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.2_rand.xml,5162267,AProVE,20177,certified,302125,timeout (wallclock),1244.38056404,301.010932922,1.5682179072E10,MAYBE,-,-,-
381732002,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.2_rand.xml,5162267,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.122123302,42.3318378925,3.34774272E8,MAYBE,-,-,-
381732005,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.19_rand.xml,5162268,AProVE,20177,certified,302125,timeout (wallclock),1234.62048609,301.006770134,1.570260992E10,MAYBE,-,-,-
381732008,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.19_rand.xml,5162268,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.860396512,42.3456690311,4.30567424E8,MAYBE,-,-,-
381732011,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/ex7.xml,5162269,AProVE,20177,certified,302125,complete,3.462443986,1.57682013512,2.925568E8,NO,CERTIFIED,0.0,2051
381732014,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/ex7.xml,5162269,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,49.492400042,42.3321950436,2.26873344E8,MAYBE,-,-,-
381732017,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.41_rand.xml,5162270,AProVE,20177,certified,302125,timeout (wallclock),1120.5027801,301.007788897,1.7418981376E10,MAYBE,-,-,-
381732020,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.41_rand.xml,5162270,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,49.977187059,42.3329119682,2.31559168E8,MAYBE,-,-,-
381732023,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.37_rand.xml,5162271,AProVE,20177,certified,302125,complete,7.714245069,2.77795314789,5.56978176E8,YES,CERTIFIED,0.0,22561
381732026,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.37_rand.xml,5162271,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,2.976662785,1.04453682899,2.06073856E8,YES,CERTIFIED,0.0,80893
381732029,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/ex3.xml,5162272,AProVE,20177,certified,302125,complete,1054.9724378,299.124441147,1.56073984E10,MAYBE,-,-,-
381732032,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/ex3.xml,5162272,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,42.483299563,42.3410611153,2.07663104E8,MAYBE,-,-,-
381732035,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.8a_rand.xml,5162273,AProVE,20177,certified,302125,complete,1072.53488854,297.096693039,1.5736254464E10,MAYBE,-,-,-
381732038,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.8a_rand.xml,5162273,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.656377385,42.3420059681,4.0001536E8,MAYBE,-,-,-
381732041,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.6_rand.xml,5162274,AProVE,20177,certified,302125,complete,663.469779488,292.77341795,1.4558613504E10,MAYBE,-,-,-
381732044,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.6_rand.xml,5162274,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.567171189,42.3510642052,4.12585984E8,MAYBE,-,-,-
381732047,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.5_rand.xml,5162275,AProVE,20177,certified,302125,timeout (wallclock),955.079201485,301.008249998,1.593004032E10,MAYBE,-,-,-
381732050,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.5_rand.xml,5162275,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.43627329,42.3449327946,3.69516544E8,MAYBE,-,-,-
381732053,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.10_rand.xml,5162276,AProVE,20177,certified,302125,timeout (wallclock),1140.43330057,301.007164955,1.5638007808E10,MAYBE,-,-,-
381732056,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.10_rand.xml,5162276,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,53.511358212,42.3614549637,5.5187456E8,MAYBE,-,-,-
381732059,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.5a_rand.xml,5162277,AProVE,20177,certified,302125,complete,717.95120613,291.544703007,1.4451798016E10,MAYBE,-,-,-
381732062,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/#3.5a_rand.xml,5162277,ttt2-1.17+nonreach,20343,ttt2-1.17+nonreach-cert,303182,complete,50.516353392,42.3438968658,4.27634688E8,MAYBE,-,-,-
381732065,S-TRS Relative certified-2018-07-12 01:13:01.796423 UTC/TRS_Relative/INVY_15/invNSS03.xml,5162278,AProVE,20177,certified,302125,complete,4.394687113,1.89027905464,3.50076928E8,YES,CERTIFIED,0.0,3799
