benchmark,solver,configuration,configuration id,status,result,wallclock time,cpu time,
TRS_Standard/Mixed_TRS/7.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.82,99.38,
TRS_Standard/Mixed_TRS/7.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.81,0.82,
TRS_Standard/Mixed_TRS/1.xml,NTI,default,325861,complete,MAYBE,0.23,0.17,
TRS_Standard/Mixed_TRS/1.xml,AProVE,standard,302124,complete,YES,4.25,2.01,
TRS_Standard/Mixed_TRS/1.xml,muterm 6.0.3,default,326595,complete,YES,0.11,0.13,
TRS_Standard/Mixed_TRS/1.xml,NaTT,Default,228408,complete,YES,0.03,0.11,
TRS_Standard/Mixed_TRS/1.xml,ttt2-1.19,ttt2,325890,complete,YES,0.92,0.53,
TRS_Standard/Mixed_TRS/1.xml,Wanda 2.1c,default,326231,complete,MAYBE,4.52,4.55,
TRS_Standard/Mixed_TRS/hydra.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/hydra.xml,AProVE,standard,302124,complete,YES,3.55,1.72,
TRS_Standard/Mixed_TRS/hydra.xml,muterm 6.0.3,default,326595,complete,YES,0.01,0.01,
TRS_Standard/Mixed_TRS/hydra.xml,NaTT,Default,228408,complete,YES,0.01,0.03,
TRS_Standard/Mixed_TRS/hydra.xml,ttt2-1.19,ttt2,325890,complete,YES,2.58,0.97,
TRS_Standard/Mixed_TRS/hydra.xml,Wanda 2.1c,default,326231,complete,YES,0.10,0.10,
TRS_Standard/Mixed_TRS/minsort.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/minsort.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Mixed_TRS/minsort.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/minsort.xml,NaTT,Default,228408,complete,MAYBE,0.08,0.18,
TRS_Standard/Mixed_TRS/minsort.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,245.36,99.39,
TRS_Standard/Mixed_TRS/minsort.xml,Wanda 2.1c,default,326231,complete,MAYBE,1.86,1.87,
TRS_Standard/Mixed_TRS/while.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/while.xml,AProVE,standard,302124,complete,YES,4.86,2.19,
TRS_Standard/Mixed_TRS/while.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/while.xml,NaTT,Default,228408,complete,MAYBE,0.03,0.09,
TRS_Standard/Mixed_TRS/while.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.37,99.44,
TRS_Standard/Mixed_TRS/while.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.28,0.30,
TRS_Standard/Mixed_TRS/jones4.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/jones4.xml,AProVE,standard,302124,complete,YES,3.49,1.71,
TRS_Standard/Mixed_TRS/jones4.xml,muterm 6.0.3,default,326595,complete,YES,0.05,0.05,
TRS_Standard/Mixed_TRS/jones4.xml,NaTT,Default,228408,complete,YES,0.01,0.01,
TRS_Standard/Mixed_TRS/jones4.xml,ttt2-1.19,ttt2,325890,complete,YES,0.58,0.43,
TRS_Standard/Mixed_TRS/jones4.xml,Wanda 2.1c,default,326231,complete,YES,0.02,0.02,
TRS_Standard/Mixed_TRS/gcdMinMax.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/gcdMinMax.xml,AProVE,standard,302124,complete,YES,4.68,2.06,
TRS_Standard/Mixed_TRS/gcdMinMax.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/gcdMinMax.xml,NaTT,Default,228408,complete,MAYBE,0.06,0.20,
TRS_Standard/Mixed_TRS/gcdMinMax.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,245.17,99.38,
TRS_Standard/Mixed_TRS/gcdMinMax.xml,Wanda 2.1c,default,326231,complete,MAYBE,7.76,7.79,
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,AProVE,standard,302124,complete,YES,6.36,2.39,
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,muterm 6.0.3,default,326595,complete,YES,0.73,0.85,
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,NaTT,Default,228408,complete,YES,0.02,0.12,
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,ttt2-1.19,ttt2,325890,complete,YES,2.30,0.91,
TRS_Standard/Mixed_TRS/Ex1_Luc04b_GM.xml,Wanda 2.1c,default,326231,complete,YES,0.80,0.80,
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,NaTT,Default,228408,complete,MAYBE,0.11,0.26,
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.40,99.38,
TRS_Standard/Mixed_TRS/hydra-Zantema06.xml,Wanda 2.1c,default,326231,complete,MAYBE,2.90,2.90,
TRS_Standard/Mixed_TRS/5.xml,NTI,default,325861,complete,MAYBE,0.19,0.14,
TRS_Standard/Mixed_TRS/5.xml,AProVE,standard,302124,complete,YES,4.26,1.95,
TRS_Standard/Mixed_TRS/5.xml,muterm 6.0.3,default,326595,complete,YES,0.05,0.06,
TRS_Standard/Mixed_TRS/5.xml,NaTT,Default,228408,complete,YES,0.02,0.04,
TRS_Standard/Mixed_TRS/5.xml,ttt2-1.19,ttt2,325890,complete,YES,1.23,0.65,
TRS_Standard/Mixed_TRS/5.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.22,0.41,
TRS_Standard/Mixed_TRS/jones2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/jones2.xml,AProVE,standard,302124,complete,YES,3.66,1.88,
TRS_Standard/Mixed_TRS/jones2.xml,muterm 6.0.3,default,326595,complete,YES,0.01,0.01,
TRS_Standard/Mixed_TRS/jones2.xml,NaTT,Default,228408,complete,YES,0.01,0.02,
TRS_Standard/Mixed_TRS/jones2.xml,ttt2-1.19,ttt2,325890,complete,YES,0.72,0.46,
TRS_Standard/Mixed_TRS/jones2.xml,Wanda 2.1c,default,326231,complete,YES,0.07,0.07,
TRS_Standard/Mixed_TRS/2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/2.xml,AProVE,standard,302124,complete,YES,4.69,2.08,
TRS_Standard/Mixed_TRS/2.xml,muterm 6.0.3,default,326595,complete,YES,0.53,0.55,
TRS_Standard/Mixed_TRS/2.xml,NaTT,Default,228408,complete,YES,0.01,0.03,
TRS_Standard/Mixed_TRS/2.xml,ttt2-1.19,ttt2,325890,complete,YES,0.95,0.54,
TRS_Standard/Mixed_TRS/2.xml,Wanda 2.1c,default,326231,complete,MAYBE,4.06,4.06,
TRS_Standard/Mixed_TRS/div_hard.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/div_hard.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Mixed_TRS/div_hard.xml,muterm 6.0.3,default,326595,complete,MAYBE,80.61,80.65,
TRS_Standard/Mixed_TRS/div_hard.xml,NaTT,Default,228408,complete,MAYBE,0.05,0.13,
TRS_Standard/Mixed_TRS/div_hard.xml,ttt2-1.19,ttt2,325890,complete,YES,187.51,47.91,
TRS_Standard/Mixed_TRS/div_hard.xml,Wanda 2.1c,default,326231,complete,MAYBE,1.21,1.24,
TRS_Standard/Mixed_TRS/jones6.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/jones6.xml,AProVE,standard,302124,complete,YES,3.70,1.69,
TRS_Standard/Mixed_TRS/jones6.xml,muterm 6.0.3,default,326595,complete,YES,0.01,0.01,
TRS_Standard/Mixed_TRS/jones6.xml,NaTT,Default,228408,complete,YES,0.01,0.03,
TRS_Standard/Mixed_TRS/jones6.xml,ttt2-1.19,ttt2,325890,complete,YES,0.86,0.50,
TRS_Standard/Mixed_TRS/jones6.xml,Wanda 2.1c,default,326231,complete,YES,0.05,0.05,
TRS_Standard/Mixed_TRS/test1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/test1.xml,AProVE,standard,302124,complete,YES,4.03,1.87,
TRS_Standard/Mixed_TRS/test1.xml,muterm 6.0.3,default,326595,complete,YES,0.07,0.10,
TRS_Standard/Mixed_TRS/test1.xml,NaTT,Default,228408,complete,YES,0.01,0.02,
TRS_Standard/Mixed_TRS/test1.xml,ttt2-1.19,ttt2,325890,complete,YES,0.51,0.41,
TRS_Standard/Mixed_TRS/test1.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.19,0.21,
TRS_Standard/Mixed_TRS/6.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/6.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Mixed_TRS/6.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/6.xml,NaTT,Default,228408,complete,MAYBE,0.03,0.10,
TRS_Standard/Mixed_TRS/6.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.40,99.37,
TRS_Standard/Mixed_TRS/6.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.66,0.66,
TRS_Standard/Mixed_TRS/fossacs.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/fossacs.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Mixed_TRS/fossacs.xml,muterm 6.0.3,default,326595,complete,MAYBE,40.80,40.82,
TRS_Standard/Mixed_TRS/fossacs.xml,NaTT,Default,228408,complete,MAYBE,0.04,0.15,
TRS_Standard/Mixed_TRS/fossacs.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.14,99.38,
TRS_Standard/Mixed_TRS/fossacs.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.52,0.52,
TRS_Standard/Mixed_TRS/sigma.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/sigma.xml,AProVE,standard,302124,complete,YES,7.44,3.16,
TRS_Standard/Mixed_TRS/sigma.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Mixed_TRS/sigma.xml,NaTT,Default,228408,complete,YES,0.04,0.09,
TRS_Standard/Mixed_TRS/sigma.xml,ttt2-1.19,ttt2,325890,complete,YES,29.66,7.84,
TRS_Standard/Mixed_TRS/sigma.xml,Wanda 2.1c,default,326231,complete,MAYBE,1.03,1.04,
TRS_Standard/Mixed_TRS/gcd.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/gcd.xml,AProVE,standard,302124,complete,YES,4.66,1.96,
TRS_Standard/Mixed_TRS/gcd.xml,muterm 6.0.3,default,326595,complete,YES,0.04,0.06,
TRS_Standard/Mixed_TRS/gcd.xml,NaTT,Default,228408,complete,YES,0.02,0.05,
TRS_Standard/Mixed_TRS/gcd.xml,ttt2-1.19,ttt2,325890,complete,YES,4.38,1.49,
TRS_Standard/Mixed_TRS/gcd.xml,Wanda 2.1c,default,326231,complete,YES,0.22,0.23,
TRS_Standard/Mixed_TRS/4.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/4.xml,AProVE,standard,302124,complete,YES,4.28,2.19,
TRS_Standard/Mixed_TRS/4.xml,muterm 6.0.3,default,326595,complete,YES,0.12,0.16,
TRS_Standard/Mixed_TRS/4.xml,NaTT,Default,228408,complete,YES,0.06,0.11,
TRS_Standard/Mixed_TRS/4.xml,ttt2-1.19,ttt2,325890,complete,YES,1.61,0.76,
TRS_Standard/Mixed_TRS/4.xml,Wanda 2.1c,default,326231,complete,MAYBE,3.23,3.25,
TRS_Standard/Mixed_TRS/perfect.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/perfect.xml,AProVE,standard,302124,complete,YES,7.62,2.09,
TRS_Standard/Mixed_TRS/perfect.xml,muterm 6.0.3,default,326595,complete,YES,0.02,0.03,
TRS_Standard/Mixed_TRS/perfect.xml,NaTT,Default,228408,complete,YES,0.02,0.04,
TRS_Standard/Mixed_TRS/perfect.xml,ttt2-1.19,ttt2,325890,complete,YES,1.36,0.67,
TRS_Standard/Mixed_TRS/perfect.xml,Wanda 2.1c,default,326231,complete,YES,0.17,0.17,
TRS_Standard/Mixed_TRS/gcd_triple.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/gcd_triple.xml,AProVE,standard,302124,complete,YES,5.89,2.48,
TRS_Standard/Mixed_TRS/gcd_triple.xml,muterm 6.0.3,default,326595,complete,YES,0.18,0.21,
TRS_Standard/Mixed_TRS/gcd_triple.xml,NaTT,Default,228408,complete,MAYBE,0.14,0.37,
TRS_Standard/Mixed_TRS/gcd_triple.xml,ttt2-1.19,ttt2,325890,complete,YES,7.58,2.34,
TRS_Standard/Mixed_TRS/gcd_triple.xml,Wanda 2.1c,default,326231,complete,YES,0.38,0.39,
TRS_Standard/Mixed_TRS/perfect2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Mixed_TRS/perfect2.xml,AProVE,standard,302124,complete,YES,4.38,1.95,
TRS_Standard/Mixed_TRS/perfect2.xml,muterm 6.0.3,default,326595,complete,YES,0.04,0.04,
TRS_Standard/Mixed_TRS/perfect2.xml,NaTT,Default,228408,complete,YES,0.03,0.05,
TRS_Standard/Mixed_TRS/perfect2.xml,ttt2-1.19,ttt2,325890,complete,YES,3.20,1.16,
TRS_Standard/Mixed_TRS/perfect2.xml,Wanda 2.1c,default,326231,complete,YES,0.26,0.27,
TRS_Standard/Secret_05_TRS/teparla2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/teparla2.xml,AProVE,standard,302124,complete,YES,9.04,3.11,
TRS_Standard/Secret_05_TRS/teparla2.xml,muterm 6.0.3,default,326595,complete,MAYBE,123.68,123.98,
TRS_Standard/Secret_05_TRS/teparla2.xml,NaTT,Default,228408,complete,MAYBE,0.12,0.24,
TRS_Standard/Secret_05_TRS/teparla2.xml,ttt2-1.19,ttt2,325890,complete,YES,50.76,13.56,
TRS_Standard/Secret_05_TRS/teparla2.xml,Wanda 2.1c,default,326231,complete,MAYBE,9.36,9.36,
TRS_Standard/Secret_05_TRS/tpa4.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa4.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa4.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa4.xml,NaTT,Default,228408,complete,MAYBE,0.04,0.15,
TRS_Standard/Secret_05_TRS/tpa4.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.79,99.39,
TRS_Standard/Secret_05_TRS/tpa4.xml,Wanda 2.1c,default,326231,complete,MAYBE,2.03,2.03,
TRS_Standard/Secret_05_TRS/tpa2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa2.xml,AProVE,standard,302124,complete,YES,4.76,2.03,
TRS_Standard/Secret_05_TRS/tpa2.xml,muterm 6.0.3,default,326595,complete,YES,0.12,0.13,
TRS_Standard/Secret_05_TRS/tpa2.xml,NaTT,Default,228408,complete,YES,0.03,0.08,
TRS_Standard/Secret_05_TRS/tpa2.xml,ttt2-1.19,ttt2,325890,complete,YES,4.31,1.42,
TRS_Standard/Secret_05_TRS/tpa2.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.89,0.89,
TRS_Standard/Secret_05_TRS/cime1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime1.xml,AProVE,standard,302124,complete,YES,38.01,16.45,
TRS_Standard/Secret_05_TRS/cime1.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime1.xml,NaTT,Default,228408,complete,YES,5.89,4.71,
TRS_Standard/Secret_05_TRS/cime1.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,334.47,109.43,
TRS_Standard/Secret_05_TRS/cime1.xml,Wanda 2.1c,default,326231,complete,YES,96.02,96.04,
TRS_Standard/Secret_05_TRS/aprove2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove2.xml,AProVE,standard,302124,complete,YES,8.59,3.43,
TRS_Standard/Secret_05_TRS/aprove2.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove2.xml,NaTT,Default,228408,complete,MAYBE,0.05,0.20,
TRS_Standard/Secret_05_TRS/aprove2.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.68,99.39,
TRS_Standard/Secret_05_TRS/aprove2.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.68,1.87,
TRS_Standard/Secret_05_TRS/cime2.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime2.xml,AProVE,standard,302124,complete,YES,54.60,19.09,
TRS_Standard/Secret_05_TRS/cime2.xml,muterm 6.0.3,default,326595,complete,YES,3.58,4.40,
TRS_Standard/Secret_05_TRS/cime2.xml,NaTT,Default,228408,complete,YES,0.08,0.16,
TRS_Standard/Secret_05_TRS/cime2.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.67,99.39,
TRS_Standard/Secret_05_TRS/cime2.xml,Wanda 2.1c,default,326231,complete,YES,1.46,1.78,
TRS_Standard/Secret_05_TRS/matchbox1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/matchbox1.xml,AProVE,standard,302124,complete,YES,5.03,2.11,
TRS_Standard/Secret_05_TRS/matchbox1.xml,muterm 6.0.3,default,326595,complete,YES,40.51,40.69,
TRS_Standard/Secret_05_TRS/matchbox1.xml,NaTT,Default,228408,complete,MAYBE,0.03,0.07,
TRS_Standard/Secret_05_TRS/matchbox1.xml,ttt2-1.19,ttt2,325890,complete,YES,4.24,1.41,
TRS_Standard/Secret_05_TRS/matchbox1.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.19,0.20,
TRS_Standard/Secret_05_TRS/aprove3.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove3.xml,AProVE,standard,302124,complete,YES,8.36,3.24,
TRS_Standard/Secret_05_TRS/aprove3.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove3.xml,NaTT,Default,228408,complete,YES,0.05,0.14,
TRS_Standard/Secret_05_TRS/aprove3.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.66,99.39,
TRS_Standard/Secret_05_TRS/aprove3.xml,Wanda 2.1c,default,326231,complete,MAYBE,3.73,3.74,
TRS_Standard/Secret_05_TRS/aprove1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove1.xml,AProVE,standard,302124,complete,YES,8.49,3.05,
TRS_Standard/Secret_05_TRS/aprove1.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove1.xml,NaTT,Default,228408,complete,YES,0.04,0.12,
TRS_Standard/Secret_05_TRS/aprove1.xml,ttt2-1.19,ttt2,325890,complete,YES,5.07,1.65,
TRS_Standard/Secret_05_TRS/aprove1.xml,Wanda 2.1c,default,326231,complete,MAYBE,46.63,46.64,
TRS_Standard/Secret_05_TRS/teparla1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/teparla1.xml,AProVE,standard,302124,complete,YES,3.89,1.84,
TRS_Standard/Secret_05_TRS/teparla1.xml,muterm 6.0.3,default,326595,complete,YES,41.40,41.80,
TRS_Standard/Secret_05_TRS/teparla1.xml,NaTT,Default,228408,complete,MAYBE,0.14,0.29,
TRS_Standard/Secret_05_TRS/teparla1.xml,ttt2-1.19,ttt2,325890,complete,YES,2.18,0.92,
TRS_Standard/Secret_05_TRS/teparla1.xml,Wanda 2.1c,default,326231,complete,MAYBE,10.50,11.17,
TRS_Standard/Secret_05_TRS/tpa5.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa5.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa5.xml,muterm 6.0.3,default,326595,complete,MAYBE,103.01,103.15,
TRS_Standard/Secret_05_TRS/tpa5.xml,NaTT,Default,228408,complete,MAYBE,0.10,0.28,
TRS_Standard/Secret_05_TRS/tpa5.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,247.28,99.39,
TRS_Standard/Secret_05_TRS/tpa5.xml,Wanda 2.1c,default,326231,complete,MAYBE,1.12,1.13,
TRS_Standard/Secret_05_TRS/tpa3.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa3.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa3.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa3.xml,NaTT,Default,228408,complete,MAYBE,0.04,0.13,
TRS_Standard/Secret_05_TRS/tpa3.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,245.63,99.39,
TRS_Standard/Secret_05_TRS/tpa3.xml,Wanda 2.1c,default,326231,complete,MAYBE,2.96,2.97,
TRS_Standard/Secret_05_TRS/cime5.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime5.xml,AProVE,standard,302124,complete,YES,16.55,5.42,
TRS_Standard/Secret_05_TRS/cime5.xml,muterm 6.0.3,default,326595,complete,YES,2.63,2.61,
TRS_Standard/Secret_05_TRS/cime5.xml,NaTT,Default,228408,complete,YES,6.62,5.08,
TRS_Standard/Secret_05_TRS/cime5.xml,ttt2-1.19,ttt2,325890,complete,YES,27.40,7.78,
TRS_Standard/Secret_05_TRS/cime5.xml,Wanda 2.1c,default,326231,complete,YES,12.10,12.12,
TRS_Standard/Secret_05_TRS/ttt1.xml,NTI,default,325861,complete,NO,0.21,0.16,
TRS_Standard/Secret_05_TRS/ttt1.xml,AProVE,standard,302124,complete,NO,4.97,2.87,
TRS_Standard/Secret_05_TRS/ttt1.xml,muterm 6.0.3,default,326595,complete,MAYBE,40.43,40.52,
TRS_Standard/Secret_05_TRS/ttt1.xml,NaTT,Default,228408,complete,MAYBE,0.03,0.06,
TRS_Standard/Secret_05_TRS/ttt1.xml,ttt2-1.19,ttt2,325890,complete,NO,2.42,0.98,
TRS_Standard/Secret_05_TRS/ttt1.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.24,0.26,
TRS_Standard/Secret_05_TRS/teparla3.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/teparla3.xml,AProVE,standard,302124,complete,YES,14.78,6.01,
TRS_Standard/Secret_05_TRS/teparla3.xml,muterm 6.0.3,default,326595,complete,MAYBE,123.35,123.70,
TRS_Standard/Secret_05_TRS/teparla3.xml,NaTT,Default,228408,complete,MAYBE,0.10,0.21,
TRS_Standard/Secret_05_TRS/teparla3.xml,ttt2-1.19,ttt2,325890,complete,YES,6.45,2.00,
TRS_Standard/Secret_05_TRS/teparla3.xml,Wanda 2.1c,default,326231,complete,MAYBE,3.60,3.61,
TRS_Standard/Secret_05_TRS/aprove4.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove4.xml,AProVE,standard,302124,complete,YES,6.05,2.54,
TRS_Standard/Secret_05_TRS/aprove4.xml,muterm 6.0.3,default,326595,complete,MAYBE,221.71,221.69,
TRS_Standard/Secret_05_TRS/aprove4.xml,NaTT,Default,228408,complete,MAYBE,0.04,0.14,
TRS_Standard/Secret_05_TRS/aprove4.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,244.51,99.39,
TRS_Standard/Secret_05_TRS/aprove4.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.44,0.44,
TRS_Standard/Secret_05_TRS/tpa1.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa1.xml,AProVE,standard,302124,complete,YES,4.81,2.10,
TRS_Standard/Secret_05_TRS/tpa1.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/tpa1.xml,NaTT,Default,228408,complete,MAYBE,0.06,0.20,
TRS_Standard/Secret_05_TRS/tpa1.xml,ttt2-1.19,ttt2,325890,complete,MAYBE,245.02,99.39,
TRS_Standard/Secret_05_TRS/tpa1.xml,Wanda 2.1c,default,326231,complete,MAYBE,7.74,7.75,
TRS_Standard/Secret_05_TRS/aprove5.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove5.xml,AProVE,standard,302124,complete,YES,5.50,3.22,
TRS_Standard/Secret_05_TRS/aprove5.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/aprove5.xml,NaTT,Default,228408,complete,YES,0.03,0.06,
TRS_Standard/Secret_05_TRS/aprove5.xml,ttt2-1.19,ttt2,325890,complete,YES,11.65,3.40,
TRS_Standard/Secret_05_TRS/aprove5.xml,Wanda 2.1c,default,326231,complete,MAYBE,1.27,1.27,
TRS_Standard/Secret_05_TRS/ttt2.xml,NTI,default,325861,complete,NO,0.18,0.15,
TRS_Standard/Secret_05_TRS/ttt2.xml,AProVE,standard,302124,complete,NO,5.04,2.30,
TRS_Standard/Secret_05_TRS/ttt2.xml,muterm 6.0.3,default,326595,complete,NO,60.28,60.35,
TRS_Standard/Secret_05_TRS/ttt2.xml,NaTT,Default,228408,complete,NO,0.02,0.07,
TRS_Standard/Secret_05_TRS/ttt2.xml,ttt2-1.19,ttt2,325890,complete,NO,1.39,0.73,
TRS_Standard/Secret_05_TRS/ttt2.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.19,0.19,
TRS_Standard/Secret_05_TRS/cime3.xml,NTI,default,325861,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime3.xml,AProVE,standard,302124,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime3.xml,muterm 6.0.3,default,326595,timeout (wallclock),
TRS_Standard/Secret_05_TRS/cime3.xml,NaTT,Default,228408,complete,MAYBE,0.08,0.38,
TRS_Standard/Secret_05_TRS/cime3.xml,ttt2-1.19,ttt2,325890,complete,YES,161.34,41.58,
TRS_Standard/Secret_05_TRS/cime3.xml,Wanda 2.1c,default,326231,complete,MAYBE,2.58,2.60,
TRS_Standard/Secret_05_TRS/matchbox2.xml,NTI,default,325861,complete,MAYBE,0.22,0.17,
TRS_Standard/Secret_05_TRS/matchbox2.xml,AProVE,standard,302124,complete,YES,4.22,1.95,
TRS_Standard/Secret_05_TRS/matchbox2.xml,muterm 6.0.3,default,326595,complete,YES,0.15,0.16,
TRS_Standard/Secret_05_TRS/matchbox2.xml,NaTT,Default,228408,complete,YES,0.03,0.08,
TRS_Standard/Secret_05_TRS/matchbox2.xml,ttt2-1.19,ttt2,325890,complete,YES,1.53,0.74,
TRS_Standard/Secret_05_TRS/matchbox2.xml,Wanda 2.1c,default,326231,complete,MAYBE,0.35,0.38,
TRS_Standard/Secret_05_TRS/cime4.xml,NTI,default,325861,complete,NO,0.26,0.19,
TRS_Standard/Secret_05_TRS/cime4.xml,AProVE,standard,302124,complete,NO,4.20,2.77,
TRS_Standard/Secret_05_TRS/cime4.xml,muterm 6.0.3,default,326595,complete,MAYBE,20.14,20.19,
