pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-result,certification-time,output-size
381923720,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t011.xml,5164913,tct 2018-07-13,20651,tct_dc_cert,304376,complete,2.742185203,0.700207948685,6.0882944E7,"WORST_CASE(?,O(n^2))",CERTIFIED,0.0,7800
381923757,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t008.xml,5164914,tct 2018-07-13,20651,tct_dc_cert,304376,complete,1117.61922157,296.276302099,3.33623296E8,MAYBE,-,-,-
381923793,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/n006.xml,5164915,tct 2018-07-13,20651,tct_dc_cert,304376,complete,671.999160911,296.017657042,8.4000768E7,MAYBE,-,-,-
381923828,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/n005.xml,5164916,tct 2018-07-13,20651,tct_dc_cert,304376,complete,870.036072429,296.031358004,1.83422976E8,MAYBE,-,-,-
381923860,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t004.xml,5164917,tct 2018-07-13,20651,tct_dc_cert,304376,complete,447.358000086,296.068332911,5.189632E8,MAYBE,-,-,-
381923891,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/n002.xml,5164918,tct 2018-07-13,20651,tct_dc_cert,304376,complete,854.259590978,296.016834021,8.7339008E7,MAYBE,-,-,-
381923921,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t006.xml,5164919,tct 2018-07-13,20651,tct_dc_cert,304376,complete,0.14678824,0.0501880645752,2.0099072E7,"WORST_CASE(?,O(n^1))",CERTIFIED,0.0,3078
381923950,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t010.xml,5164920,tct 2018-07-13,20651,tct_dc_cert,304376,complete,1.362951542,0.356384992599,3.5037184E7,"WORST_CASE(?,O(n^1))",CERTIFIED,0.0,5430
381923977,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/t007.xml,5164921,tct 2018-07-13,20651,tct_dc_cert,304376,complete,1.339396918,0.335858106613,4.4371968E7,"WORST_CASE(?,O(n^1))",CERTIFIED,0.0,6214
381924002,S-Derivational Complexity   Full Rewriting certified-2018-07-14 11:06:14.496372 UTC/Derivational_Complexity_Full_Rewriting/HirokawaMiddeldorp_04/n003.xml,5164922,tct 2018-07-13,20651,tct_dc_cert,304376,complete,709.384369487,296.113433123,9.7951744E7,MAYBE,-,-,-
