pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,output-size
381905062,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/otto09.xml,5167424,AProVE,20177,complexity,302122,complete,1132.55703135,291.491280079,7.195213824E9,"WORST_CASE(Omega(n^1), ?)",3934
381905066,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/otto09.xml,5167424,tct 2018-07-13,20651,tct_rci,304379,complete,756.714566569,203.352524042,2.200854528E9,"WORST_CASE(Omega(n^1),?)",2069
381905070,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/otto13.xml,5167425,AProVE,20177,complexity,302122,complete,1059.73016369,291.512235165,1.5498006528E10,"WORST_CASE(Omega(n^1), O(n^2)),26929
381905074,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/otto13.xml,5167425,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1185.71868011,295.901389122,6.405865472E9,"WORST_CASE(Omega(n^1),?)",2622
381905078,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann33.xml,5167426,AProVE,20177,complexity,302122,complete,1104.93293683,291.53521204,1.5353204736E10,"WORST_CASE(Omega(n^1), ?),8705
381905082,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann33.xml,5167426,tct 2018-07-13,20651,tct_rci,304379,timeout (cpu)",1439.37490505,296.040569067,1.98296576E10,"WORST_CASE(Omega(n^1),?)",2269
381905086,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann24.xml,5167427,AProVE,20177,complexity,302122,complete,1009.55217986,291.987153053,9.100742656E9,"WORST_CASE(Omega(n^2), ?),12585
381905090,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann24.xml,5167427,tct 2018-07-13,20651,tct_rci,304379,timeout (cpu)",1271.07372285,294.678629875,5.121736704E9,"WORST_CASE(Omega(n^1),?)",2242
381905094,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann02.xml,5167428,AProVE,20177,complexity,302122,complete,1147.77194795,292.637046814,1.5466037248E10,"WORST_CASE(Omega(n^1), ?)",6838
381905098,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann02.xml,5167428,tct 2018-07-13,20651,tct_rci,304379,run script error,0.0,0.0,0.0,--,-
381905102,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann08.xml,5167429,AProVE,20177,complexity,302122,complete,6.958575988,2.47021317482,1.135628288E9,"WORST_CASE(NON_POLY, ?)",9593
381905106,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_07/thiemann08.xml,5167429,tct 2018-07-13,20651,tct_rci,304379,complete,828.195189893,294.257925987,4.056334336E9,"WORST_CASE(Omega(n^1),?)",2431
381903989,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/12.xml,5167339,AProVE,20177,complexity,302122,complete,1077.4517225,291.967934132,6.304735232E9,"WORST_CASE(Omega(n^1), O(n^2))",16940
381904019,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/12.xml,5167339,tct 2018-07-13,20651,tct_rci,304379,complete,553.215931603,170.499654055,1.654341632E9,"WORST_CASE(Omega(n^1),?)",2072
381904048,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/10.xml,5167340,AProVE,20177,complexity,302122,complete,473.991287798,291.460883856,6.319857664E9,"WORST_CASE(Omega(n^1), O(n^2))",62268
381904077,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/10.xml,5167340,tct 2018-07-13,20651,tct_rci,304379,complete,896.824660302,270.951114893,2.072723456E9,"WORST_CASE(Omega(n^1),?)",2518
381904106,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/14.xml,5167341,AProVE,20177,complexity,302122,complete,935.029706789,291.465530872,5.90780416E9,"WORST_CASE(Omega(n^1), O(n^2))",16346
381904135,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/14.xml,5167341,tct 2018-07-13,20651,tct_rci,304379,run script error,0.0,0.0,0.0,--,-
381904164,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/13.xml,5167342,AProVE,20177,complexity,302122,run script error,0.0,0.0,0.0,--,-
381904193,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/13.xml,5167342,tct 2018-07-13,20651,tct_rci,304379,complete,628.282951089,198.639354944,1.855766528E9,"WORST_CASE(Omega(n^1),?)",1936
381904221,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/3.xml,5167343,AProVE,20177,complexity,302122,complete,90.043892465,24.4587759972,4.677341184E9,"WORST_CASE(Omega(n^1), O(n^1))",13089
381904248,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/3.xml,5167343,tct 2018-07-13,20651,tct_rci,304379,complete,419.164314333,108.186177015,1.786748928E9,"WORST_CASE(Omega(n^1),?)",1725
381904274,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/20.xml,5167344,AProVE,20177,complexity,302122,complete,71.118706516,19.4622349739,5.151686656E9,"WORST_CASE(Omega(n^1), O(n^1))",26220
381904299,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/20.xml,5167344,tct 2018-07-13,20651,tct_rci,304379,complete,1121.34242442,294.163291931,2.214637568E9,"WORST_CASE(Omega(n^1),?)",2554
381904324,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/7.xml,5167345,AProVE,20177,complexity,302122,complete,578.640482683,291.452149153,7.88291584E9,"WORST_CASE(Omega(n^1), O(n^2))",22801
381904349,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/7.xml,5167345,tct 2018-07-13,20651,tct_rci,304379,complete,984.537240106,295.812831163,2.197721088E9,"WORST_CASE(Omega(n^1),?)",1671
381904372,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/1.xml,5167346,AProVE,20177,complexity,302122,complete,431.655921413,291.685173988,5.48390912E9,"WORST_CASE(Omega(n^1), O(n^2))",19327
381904395,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/1.xml,5167346,tct 2018-07-13,20651,tct_rci,304379,complete,387.780779036,102.281987906,1.54394624E9,"WORST_CASE(Omega(n^1),?)",1685
381904417,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/17.xml,5167347,AProVE,20177,complexity,302122,complete,1159.81447519,291.501738071,6.021767168E9,"WORST_CASE(Omega(n^1), O(n^2))",33853
381904439,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/17.xml,5167347,tct 2018-07-13,20651,tct_rci,304379,run script error,0.0,0.0,0.0,--,-
381904459,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/23.xml,5167348,AProVE,20177,complexity,302122,complete,902.775567127,291.485549927,8.26310656E9,"WORST_CASE(Omega(n^1), O(n^2))",30586
381904478,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/23.xml,5167348,tct 2018-07-13,20651,tct_rci,304379,complete,861.584542684,252.584572077,2.30637568E9,"WORST_CASE(Omega(n^1),?)",1961
381904496,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/19.xml,5167349,AProVE,20177,complexity,302122,complete,1169.36651787,295.495490074,1.5406821376E10,"WORST_CASE(Omega(n^1), O(n^2))",33787
381904514,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/19.xml,5167349,tct 2018-07-13,20651,tct_rci,304379,complete,1122.63308445,294.796803951,4.11461632E9,"WORST_CASE(Omega(n^1),?)",2563
381904532,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/16.xml,5167350,AProVE,20177,complexity,302122,complete,1151.31021412,291.99888587,1.5494447104E10,"WORST_CASE(Omega(n^1), O(n^2))",32496
381904549,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/16.xml,5167350,tct 2018-07-13,20651,tct_rci,304379,complete,984.856554546,294.099480867,2.657562624E9,"WORST_CASE(Omega(n^1),?)",2437
381904566,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/5.xml,5167351,AProVE,20177,complexity,302122,complete,1128.31202496,293.401679039,1.5525003264E10,"WORST_CASE(Omega(n^1), O(n^2))",76771
381904583,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/5.xml,5167351,tct 2018-07-13,20651,tct_rci,304379,complete,554.496759396,141.49979496,4.431466496E9,"WORST_CASE(Omega(n^1),?)",2205
381904600,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/11.xml,5167352,AProVE,20177,complexity,302122,complete,1095.48561393,291.502289057,6.39449088E9,"WORST_CASE(Omega(n^1), O(n^2))",23680
381904617,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/11.xml,5167352,tct 2018-07-13,20651,tct_rci,304379,complete,879.107986863,266.847800016,2.060279808E9,"WORST_CASE(Omega(n^1),?)",2254
381904634,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/2.xml,5167353,AProVE,20177,complexity,302122,complete,368.647787681,291.472455025,5.327597568E9,"WORST_CASE(Omega(n^1), O(n^2))",19539
381904649,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/2.xml,5167353,tct 2018-07-13,20651,tct_rci,304379,complete,460.184672254,131.608185053,1.577168896E9,"WORST_CASE(Omega(n^1),?)",1688
381904664,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/8.xml,5167354,AProVE,20177,complexity,302122,complete,44.874319657,12.3793189526,4.409860096E9,"WORST_CASE(Omega(n^1), O(n^1))",30380
381904674,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/8.xml,5167354,tct 2018-07-13,20651,tct_rci,304379,complete,1152.39430644,294.076339006,2.150027264E9,"WORST_CASE(Omega(n^1),?)",2046
381904684,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/18.xml,5167355,AProVE,20177,complexity,302122,complete,89.734080085,23.5738317966,4.911194112E9,"WORST_CASE(Omega(n^1), O(n^1)),57731
381904694,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/18.xml,5167355,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1138.71819848,294.541080952,2.870611968E9,"WORST_CASE(Omega(n^1),?)",2544
381904704,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/6.xml,5167356,AProVE,20177,complexity,302122,complete,363.112432836,291.447746992,5.304066048E9,"WORST_CASE(Omega(n^1), O(n^2))",11656
381904714,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/6.xml,5167356,tct 2018-07-13,20651,tct_rci,304379,complete,422.138244413,111.565956116,1.557520384E9,"WORST_CASE(Omega(n^1),?)",1656
381904724,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/21.xml,5167357,AProVE,20177,complexity,302122,complete,1158.24972837,292.214430094,6.762061824E9,"WORST_CASE(Omega(n^1), O(n^2))",42719
381904734,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/21.xml,5167357,tct 2018-07-13,20651,tct_rci,304379,complete,1148.16366048,294.350759029,2.786107392E9,"WORST_CASE(Omega(n^1),?)",2566
381904744,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/9.xml,5167358,AProVE,20177,complexity,302122,complete,1138.55058095,295.556653976,1.5413116928E10,"WORST_CASE(Omega(n^1), O(n^2))",22536
381904753,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/9.xml,5167358,tct 2018-07-13,20651,tct_rci,304379,complete,915.33058816,294.042121887,2.184491008E9,"WORST_CASE(Omega(n^1),?)",2049
381904762,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/4.xml,5167359,AProVE,20177,complexity,302122,complete,26.644829926,7.66479587555,4.34049024E9,"WORST_CASE(Omega(n^1), O(n^1))",13575
381904770,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/4.xml,5167359,tct 2018-07-13,20651,tct_rci,304379,complete,430.42896034,115.404977083,1.56557312E9,"WORST_CASE(Omega(n^1),?)",1562
381904778,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/24.xml,5167360,AProVE,20177,complexity,302122,complete,72.680029776,19.1314558983,4.803108864E9,"WORST_CASE(Omega(n^1), O(n^1))",56445
381904786,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/24.xml,5167360,tct 2018-07-13,20651,tct_rci,304379,complete,1119.68944496,294.630032063,2.646626304E9,"WORST_CASE(Omega(n^1),?)",2777
381904794,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/15.xml,5167361,AProVE,20177,complexity,302122,complete,934.740146654,292.490566015,1.2271112192E10,"WORST_CASE(Omega(n^1), O(n^2))",18351
381904802,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/15.xml,5167361,tct 2018-07-13,20651,tct_rci,304379,complete,1120.73899734,294.34246397,2.785333248E9,"WORST_CASE(Omega(n^1),?)",2412
381904810,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/22.xml,5167362,AProVE,20177,complexity,302122,complete,33.237519205,10.4971039295,3.73131264E9,"WORST_CASE(Omega(n^1), O(n^1))",24317
381904818,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/Beerendonk_07/22.xml,5167362,tct 2018-07-13,20651,tct_rci,304379,complete,790.553523706,294.226884842,1.994969088E9,"WORST_CASE(Omega(n^1),?)",1946
381903990,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/zerolist.xml,5167430,AProVE,20177,complexity,302122,complete,921.030767267,291.491071939,8.00831488E9,"WORST_CASE(Omega(n^1), O(n^2))",13871
381904020,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/zerolist.xml,5167430,tct 2018-07-13,20651,tct_rci,304379,complete,1157.0243632,294.330370903,3.068338176E9,"WORST_CASE(Omega(n^1),?)",2164
381904049,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/log.xml,5167431,AProVE,20177,complexity,302122,complete,52.239464824,14.4187550545,4.464971776E9,"WORST_CASE(Omega(n^1), O(n^1)),14342
381904078,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/log.xml,5167431,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1204.60000496,294.250906944,4.495290368E9,"WORST_CASE(Omega(n^1),?)",2005
381904107,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/maxsort.xml,5167432,AProVE,20177,complexity,302122,complete,1124.43090392,295.045029163,1.5036227584E10,"WORST_CASE(Omega(n^2), ?),17640
381904136,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/maxsort.xml,5167432,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1196.16996892,294.467780113,4.544270336E9,"WORST_CASE(Omega(n^1),?)",2973
381904165,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsortlast.xml,5167433,AProVE,20177,complexity,302122,complete,1126.68876545,292.759624004,1.5331139584E10,"WORST_CASE(Omega(n^1), ?)",20193
381904194,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsortlast.xml,5167433,tct 2018-07-13,20651,tct_rci,304379,run script error,0.0,0.0,0.0,--,-
381904222,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsort.xml,5167434,AProVE,20177,complexity,302122,complete,1096.17928718,291.523676157,1.5402029056E10,"WORST_CASE(Omega(n^1), ?),16044
381904249,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsort.xml,5167434,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1200.60110547,294.881250143,3.56263936E9,"WORST_CASE(Omega(n^1),?)",3092
381904275,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsortmiddle.xml,5167435,AProVE,20177,complexity,302122,complete,1147.08907677,291.57241106,1.5378948096E10,"WORST_CASE(Omega(n^1), ?),6857
381904300,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/qsortmiddle.xml,5167435,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1181.3110959,295.135849953,6.817435648E9,"WORST_CASE(Omega(n^1),?)",4216
381904325,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/minsort.xml,5167436,AProVE,20177,complexity,302122,complete,1122.5970632,293.373358011,1.5191683072E10,"WORST_CASE(Omega(n^1), ?)",5238
381904350,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/minsort.xml,5167436,tct 2018-07-13,20651,tct_rci,304379,complete,1188.66848701,294.62970686,4.547301376E9,"WORST_CASE(Omega(n^1),?)",3003
381904373,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcd2.xml,5167437,AProVE,20177,complexity,302122,complete,1160.42289033,293.194766045,1.560082432E10,"WORST_CASE(Omega(n^1), O(n^3))",31493
381904396,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcd2.xml,5167437,tct 2018-07-13,20651,tct_rci,304379,complete,805.230214836,294.26188612,2.401316864E9,"WORST_CASE(Omega(n^1),?)",2684
381904418,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/maxsortcondition.xml,5167438,AProVE,20177,complexity,302122,complete,1120.75529092,293.948714018,1.5463194624E10,"WORST_CASE(Omega(n^2), ?),18453
381904440,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/maxsortcondition.xml,5167438,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1201.46918576,294.309041023,3.641278464E9,"WORST_CASE(Omega(n^1),?)",3182
381904460,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/div.xml,5167439,AProVE,20177,complexity,302122,complete,1132.54953625,291.509060144,1.5830761472E10,"WORST_CASE(Omega(n^1), O(n^3))",27713
381904479,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/div.xml,5167439,tct 2018-07-13,20651,tct_rci,304379,complete,777.825727005,205.985985041,2.049101824E9,"WORST_CASE(Omega(n^1),?)",2478
381904497,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/mod.xml,5167440,AProVE,20177,complexity,302122,complete,1120.0735815,291.59622097,1.578545152E10,"WORST_CASE(Omega(n^1), O(n^3))",20255
381904515,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/mod.xml,5167440,tct 2018-07-13,20651,tct_rci,304379,complete,1067.33556592,271.018082142,2.19871232E9,"WORST_CASE(Omega(n^1),?)",2392
381904533,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/divhard.xml,5167441,AProVE,20177,complexity,302122,complete,1137.6177584,292.606762886,1.4416191488E10,"WORST_CASE(Omega(n^1), O(n^3)),21697
381904550,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/divhard.xml,5167441,tct 2018-07-13,20651,tct_rci,304379,timeout (wallclock)",1209.49539109,294.451152086,3.604979712E9,"WORST_CASE(Omega(n^1),?)",2586
381904567,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcd.xml,5167442,AProVE,20177,complexity,302122,complete,1150.30637545,291.550899029,1.5965343744E10,"WORST_CASE(Omega(n^1), O(n^3))",31654
381904584,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcd.xml,5167442,tct 2018-07-13,20651,tct_rci,304379,complete,802.548841055,208.608684063,2.022621184E9,"WORST_CASE(Omega(n^1),?)",2478
381904601,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcdhard.xml,5167443,AProVE,20177,complexity,302122,complete,48.020819584,13.414555788,4.394799104E9,"WORST_CASE(Omega(n^1), O(n^1))",29656
381904618,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/AProVE_09_Inductive/gcdhard.xml,5167443,tct 2018-07-13,20651,tct_rci,304379,complete,1102.71274447,294.291772842,4.063371264E9,"WORST_CASE(Omega(n^1),?)",2318
381903991,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/raML/bft_mmult.raml.xml,5167444,AProVE,20177,complexity,302122,complete,1113.74546139,291.557494879,1.579511808E10,"WORST_CASE(Omega(n^1), ?)",96408
381904021,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/raML/bft_mmult.raml.xml,5167444,tct 2018-07-13,20651,tct_rci,304379,complete,106.131696566,27.1487381458,2.49966592E8,"WORST_CASE(?,O(n^4))",834507
381904050,S-Runtime Complexity   Innermost Rewriting-2018-07-13 21:36:48.051975 UTC/Runtime_Complexity_Innermost_Rewriting/raML/quicksort.raml.xml,5167445,AProVE,20177,complexity,302122,complete,230.121419456,58.7290098667,6.3106048E9,"WORST_CASE(Omega(n^2), O(n^2))",663122
